Equipment_ID,Equipment_Name,Manufacturer,Hospital_Name,City,Quantity,Unit_Price,Total_Cost,Purchase_Date,Status
EQ0238,X-Ray Machine,LifeCare,Medanta,Kolkata,19,47571.02,903849.38,2023-08-23,Under Maintenance
EQ0239,X-Ray Machine,MediCore,AIIMS,Mumbai,4,180374.24,721496.96,2024-02-18,Under Maintenance
EQ0240,Surgical Laser,MediCore,Manipal Hospital,Hyderabad,17,481276.14,8181694.38,2024-01-05,Operational
EQ0241,CT Scanner,BioMed,Max Healthcare,Delhi,16,402850.8,6445612.8,2024-03-01,Under Maintenance
EQ0242,Defibrillator,MediCore,AIIMS,Hyderabad,17,370753.61,6302811.37,2023-11-04,Under Maintenance
EQ0243,ECG Machine,LifeCare,AIIMS,Kolkata,7,414774.63,2903422.41,2025-04-15,Operational
EQ0244,Ultrasound Device,NovaHealth,BLK Hospital,Mumbai,5,202101.47,1010507.35,2023-01-27,Out of Service
EQ0245,X-Ray Machine,CareEquip,Manipal Hospital,Chennai,14,53818.84,753463.76,2024-02-29,Under Maintenance
EQ0246,CT Scanner,MedTech,AIIMS,Pune,19,397439.99,7551359.81,2023-04-27,Out of Service
EQ0247,Ultrasound Device,MediCore,Apollo Hospital,Pune,19,427857.43,8129291.17,2024-11-18,Under Maintenance
EQ0248,CT Scanner,BioMed,Medanta,Delhi,12,194357.26,2332287.12,2025-04-28,Under Maintenance
EQ0249,Ultrasound Device,CareEquip,AIIMS,Chennai,14,428638.58,6000940.12,2024-04-04,Out of Service
EQ0250,Surgical Laser,BioMed,Manipal Hospital,Chennai,15,400110.62,6001659.3,2024-07-05,Operational
EQ0251,Ultrasound Device,LifeCare,Manipal Hospital,Pune,12,406939.04,4883268.48,2025-01-04,Under Maintenance
EQ0252,Infusion Pump,HealthPlus,Fortis Hospital,Chennai,7,62941.82,440592.74,2025-04-09,Operational
EQ0253,Infusion Pump,MediCore,Medanta,Bangalore,8,285018.87,2280150.96,2024-12-03,Out of Service
EQ0254,CT Scanner,BioMed,BLK Hospital,Bangalore,7,346162.97,2423140.79,2025-01-06,Operational
EQ0255,Defibrillator,NovaHealth,Medanta,Hyderabad,7,341608.37,2391258.59,2023-01-05,Under Maintenance
EQ0256,MRI Scanner,HealthPlus,Apollo Hospital,Chennai,12,155594.1,1867129.2,2024-12-23,Out of Service
EQ0257,Surgical Laser,PulseTech,AIIMS,Mumbai,16,37270.87,596333.92,2024-06-07,Out of Service
EQ0258,CT Scanner,PulseTech,Max Healthcare,Pune,9,362292.73,3260634.57,2024-12-12,Operational
EQ0259,Infusion Pump,HealthPlus,Medanta,Pune,16,253869.71,4061915.36,2025-03-26,Under Maintenance
EQ0260,MRI Scanner,MediCore,Apollo Hospital,Kolkata,2,311082.5,622165,2024-02-09,Out of Service
EQ0261,Infusion Pump,MediCore,AIIMS,Chennai,11,322549.66,3548046.26,2023-02-16,Under Maintenance
EQ0262,ECG Machine,MediCore,Fortis Hospital,Bangalore,5,344319.78,1721598.9,2024-12-23,Operational
EQ0263,Patient Monitor,BioMed,Max Healthcare,Pune,6,33969.51,203817.06,2025-01-03,Under Maintenance
EQ0264,X-Ray Machine,LifeCare,BLK Hospital,Bangalore,5,261586.58,1307932.9,2024-01-23,Out of Service
EQ0265,CT Scanner,LifeCare,Max Healthcare,Chennai,12,404729.43,4856753.16,2024-06-13,Operational
EQ0266,Ventilator,NovaHealth,AIIMS,Kolkata,16,185445.63,2967130.08,2023-09-02,Under Maintenance
EQ0267,Ventilator,MediCore,AIIMS,Pune,5,304824.37,1524121.85,2023-10-16,Operational
EQ0268,MRI Scanner,LifeCare,Medanta,Delhi,13,293201.84,3811623.92,2025-04-09,Out of Service
EQ0269,X-Ray Machine,PulseTech,Medanta,Mumbai,14,497240.91,6961372.74,2025-03-26,Under Maintenance
EQ0270,X-Ray Machine,BioMed,Max Healthcare,Hyderabad,5,321065.23,1605326.15,2024-06-05,Out of Service
EQ0271,Patient Monitor,CareEquip,Manipal Hospital,Kolkata,20,475158,9503160,2023-11-22,Out of Service
EQ0272,Defibrillator,NovaHealth,AIIMS,Hyderabad,11,102619.87,1128818.57,2025-01-15,Operational
EQ0273,Ventilator,BioMed,Apollo Hospital,Pune,13,186920.18,2429962.34,2025-02-16,Under Maintenance
EQ0274,MRI Scanner,CareEquip,Manipal Hospital,Kolkata,9,195181.3,1756631.7,2023-10-30,Operational
EQ0275,CT Scanner,CareEquip,Manipal Hospital,Bangalore,6,93879.71,563278.26,2024-12-24,Operational
EQ0276,MRI Scanner,PulseTech,Manipal Hospital,Chennai,19,257626.69,4894907.11,2025-03-11,Operational
EQ0277,X-Ray Machine,HealthPlus,Medanta,Bangalore,13,265032.64,3445424.32,2024-08-14,Under Maintenance
EQ0278,ECG Machine,CareEquip,Fortis Hospital,Delhi,20,164931.04,3298620.8,2023-01-08,Under Maintenance
EQ0279,Ventilator,CareEquip,AIIMS,Hyderabad,2,149480.86,298961.72,2023-04-17,Out of Service
EQ0280,Ultrasound Device,MediCore,Fortis Hospital,Bangalore,6,191889.59,1151337.54,2023-05-19,Operational
EQ0281,Defibrillator,NovaHealth,Max Healthcare,Chennai,17,55472.67,943035.39,2024-02-04,Out of Service
EQ0282,ECG Machine,PulseTech,BLK Hospital,Pune,10,191909.55,1919095.5,2024-08-06,Under Maintenance
EQ0283,X-Ray Machine,NovaHealth,Apollo Hospital,Delhi,13,415472.03,5401136.39,2024-08-26,Under Maintenance
EQ0284,Infusion Pump,PulseTech,Max Healthcare,Pune,9,149510.98,1345598.82,2023-06-18,Out of Service
EQ0285,MRI Scanner,HealthPlus,AIIMS,Mumbai,4,273371.51,1093486.04,2024-02-22,Out of Service
EQ0286,Ultrasound Device,LifeCare,Max Healthcare,Chennai,6,208557.14,1251342.84,2023-05-19,Under Maintenance
EQ0287,MRI Scanner,BioMed,Fortis Hospital,Bangalore,12,58474.78,701697.36,2023-08-22,Operational
EQ0288,Ultrasound Device,LifeCare,Fortis Hospital,Mumbai,19,111674.55,2121816.45,2024-01-12,Operational
EQ0289,Ventilator,MediCore,Medanta,Chennai,9,299980.63,2699825.67,2024-04-13,Operational
EQ0290,Infusion Pump,PulseTech,Apollo Hospital,Delhi,11,190857.58,2099433.38,2025-02-07,Out of Service
EQ0291,Infusion Pump,MedTech,AIIMS,Pune,6,357995.21,2147971.26,2024-03-27,Operational
EQ0292,Patient Monitor,PulseTech,Max Healthcare,Kolkata,15,324014.77,4860221.55,2024-02-03,Operational
EQ0293,Surgical Laser,BioMed,Manipal Hospital,Mumbai,6,492365.54,2954193.24,2024-04-21,Under Maintenance
EQ0294,Defibrillator,CareEquip,Fortis Hospital,Bangalore,10,276686.25,2766862.5,2023-05-01,Under Maintenance
EQ0295,MRI Scanner,HealthPlus,BLK Hospital,Chennai,13,308716.22,4013310.86,2023-08-14,Operational
EQ0296,Patient Monitor,CareEquip,Manipal Hospital,Mumbai,15,253279.65,3799194.75,2024-08-28,Out of Service
EQ0297,Ventilator,BioMed,AIIMS,Bangalore,7,265238.46,1856669.22,2023-02-17,Out of Service
EQ0298,Ventilator,NovaHealth,AIIMS,Chennai,5,376638.23,1883191.15,2023-07-03,Operational
EQ0299,Surgical Laser,MediCore,Fortis Hospital,Kolkata,4,247877.38,991509.52,2024-05-27,Operational
EQ0300,Surgical Laser,MediCore,Apollo Hospital,Pune,12,320872.85,3850474.2,2024-11-15,Under Maintenance
EQ0301,Ultrasound Device,PulseTech,Apollo Hospital,Chennai,11,353973.84,3893712.24,2024-02-14,Out of Service
EQ0302,MRI Scanner,HealthPlus,Medanta,Delhi,14,456812.52,6395375.28,2023-01-14,Under Maintenance
EQ0303,Surgical Laser,HealthPlus,Max Healthcare,Mumbai,17,117806.09,2002703.53,2024-06-06,Operational
EQ0304,Defibrillator,MedTech,Apollo Hospital,Delhi,11,340800.05,3748800.55,2024-01-22,Out of Service
EQ0305,Surgical Laser,BioMed,Medanta,Hyderabad,5,202440.57,1012202.85,2023-07-24,Operational
EQ0306,ECG Machine,PulseTech,Medanta,Delhi,1,278328.42,278328.42,2023-09-28,Out of Service
EQ0307,X-Ray Machine,PulseTech,Fortis Hospital,Mumbai,18,300166.12,5402990.16,2024-10-22,Operational
EQ0308,X-Ray Machine,CareEquip,AIIMS,Bangalore,2,99374.85,198749.7,2023-12-07,Operational
EQ0309,Infusion Pump,MediCore,BLK Hospital,Chennai,7,488412.62,3418888.34,2025-03-26,Out of Service
EQ0310,ECG Machine,MediCore,Medanta,Pune,12,30851.39,370216.68,2024-08-09,Out of Service
EQ0311,Infusion Pump,MediCore,Medanta,Bangalore,1,181522.56,181522.56,2023-05-26,Under Maintenance
EQ0312,Infusion Pump,NovaHealth,Fortis Hospital,Hyderabad,6,358339.53,2150037.18,2025-01-19,Out of Service
EQ0313,Patient Monitor,NovaHealth,Fortis Hospital,Delhi,8,24514.18,196113.44,2023-01-31,Under Maintenance
EQ0314,Ventilator,HealthPlus,AIIMS,Kolkata,14,377246.76,5281454.64,2023-05-08,Operational
EQ0315,Patient Monitor,HealthPlus,AIIMS,Kolkata,17,52047.69,884810.73,2023-08-26,Under Maintenance
EQ0316,Patient Monitor,PulseTech,Fortis Hospital,Hyderabad,15,321872.68,4828090.2,2023-09-29,Under Maintenance
EQ0317,CT Scanner,PulseTech,AIIMS,Kolkata,3,291946.97,875840.91,2024-02-13,Out of Service
EQ0318,MRI Scanner,HealthPlus,AIIMS,Bangalore,18,457669.4,8238049.2,2024-06-08,Out of Service
EQ0319,Ventilator,BioMed,Max Healthcare,Bangalore,13,387410.58,5036337.54,2024-07-30,Operational
EQ0320,Patient Monitor,BioMed,AIIMS,Kolkata,2,153115.48,306230.96,2024-04-16,Out of Service
EQ0321,ECG Machine,MedTech,Medanta,Kolkata,17,354447.34,6025604.78,2025-02-03,Operational
EQ0322,Ultrasound Device,BioMed,BLK Hospital,Mumbai,13,448064.51,5824838.63,2023-05-09,Under Maintenance
EQ0323,Ultrasound Device,MedTech,Apollo Hospital,Hyderabad,18,345946.1,6227029.8,2024-12-10,Under Maintenance
EQ0324,CT Scanner,MedTech,AIIMS,Bangalore,3,276373.38,829120.14,2025-04-04,Operational
EQ0325,Infusion Pump,MediCore,Manipal Hospital,Delhi,5,156018.99,780094.95,2023-10-21,Under Maintenance
EQ0326,Infusion Pump,PulseTech,Apollo Hospital,Kolkata,7,152128.78,1064901.46,2023-01-31,Operational
EQ0327,Ultrasound Device,NovaHealth,Apollo Hospital,Kolkata,1,62967.51,62967.51,2024-08-01,Out of Service
EQ0328,Ventilator,BioMed,Manipal Hospital,Kolkata,15,489381.82,7340727.3,2023-11-09,Operational
EQ0329,Patient Monitor,LifeCare,Max Healthcare,Delhi,11,27836.02,306196.22,2023-09-16,Under Maintenance
EQ0330,Infusion Pump,PulseTech,Medanta,Hyderabad,9,42977.3,386795.7,2023-06-04,Operational
EQ0331,MRI Scanner,MedTech,Max Healthcare,Delhi,12,272097.15,3265165.8,2024-05-31,Under Maintenance
EQ0332,CT Scanner,CareEquip,Apollo Hospital,Chennai,8,68413.56,547308.48,2023-10-13,Under Maintenance
EQ0333,Infusion Pump,HealthPlus,Manipal Hospital,Pune,2,266054.7,532109.4,2023-07-28,Out of Service
EQ0334,X-Ray Machine,PulseTech,Apollo Hospital,Kolkata,8,183839.26,1470714.08,2023-04-15,Out of Service
EQ0335,Surgical Laser,LifeCare,Apollo Hospital,Hyderabad,9,244248.85,2198239.65,2023-12-08,Under Maintenance
EQ0336,Ultrasound Device,NovaHealth,BLK Hospital,Pune,5,461990.15,2309950.75,2023-11-05,Under Maintenance
EQ0337,Surgical Laser,MediCore,Apollo Hospital,Bangalore,14,402061.22,5628857.08,2025-01-20,Operational
EQ0338,CT Scanner,MedTech,BLK Hospital,Mumbai,9,247272.63,2225453.67,2023-04-30,Under Maintenance
EQ0339,Ventilator,HealthPlus,BLK Hospital,Kolkata,5,427705.05,2138525.25,2024-11-08,Out of Service
EQ0340,CT Scanner,BioMed,Manipal Hospital,Pune,12,273870.34,3286444.08,2023-07-20,Out of Service
EQ0341,CT Scanner,NovaHealth,Max Healthcare,Mumbai,8,237325.06,1898600.48,2023-04-23,Out of Service
EQ0342,Defibrillator,LifeCare,Apollo Hospital,Chennai,7,300692.51,2104847.57,2024-04-10,Out of Service
EQ0343,X-Ray Machine,MediCore,Fortis Hospital,Mumbai,5,29312.12,146560.6,2023-01-15,Under Maintenance
EQ0344,Surgical Laser,BioMed,Medanta,Chennai,8,370844.52,2966756.16,2025-01-08,Under Maintenance
EQ0345,Ultrasound Device,CareEquip,Apollo Hospital,Mumbai,19,289592.87,5502264.53,2023-07-11,Operational
EQ0346,Surgical Laser,CareEquip,Medanta,Delhi,19,10280.4,195327.6,2023-06-19,Under Maintenance
EQ0347,ECG Machine,NovaHealth,Apollo Hospital,Bangalore,16,203647.15,3258354.4,2024-12-31,Out of Service
EQ0348,Infusion Pump,CareEquip,Fortis Hospital,Chennai,19,237382.31,4510263.89,2024-01-14,Under Maintenance
EQ0349,Ventilator,BioMed,Apollo Hospital,Delhi,14,88741.19,1242376.66,2023-05-30,Operational
EQ0350,CT Scanner,BioMed,BLK Hospital,Pune,18,318833.76,5739007.68,2025-03-08,Under Maintenance
EQ0351,ECG Machine,HealthPlus,Medanta,Bangalore,3,84335.68,253007.04,2024-03-10,Out of Service
EQ0352,Defibrillator,HealthPlus,Apollo Hospital,Pune,5,115367.27,576836.35,2023-06-23,Operational
EQ0353,Ventilator,NovaHealth,BLK Hospital,Kolkata,10,93238.54,932385.4,2023-05-23,Out of Service
EQ0354,CT Scanner,PulseTech,BLK Hospital,Hyderabad,2,404667.67,809335.34,2023-12-21,Operational
EQ0355,Patient Monitor,MediCore,Max Healthcare,Bangalore,15,96911.95,1453679.25,2023-11-22,Under Maintenance
EQ0356,Defibrillator,LifeCare,Manipal Hospital,Delhi,12,281029.81,3372357.72,2024-01-13,Operational
EQ0357,CT Scanner,LifeCare,Manipal Hospital,Hyderabad,12,443892.38,5326708.56,2024-04-14,Out of Service
EQ0358,X-Ray Machine,CareEquip,Manipal Hospital,Chennai,13,415538.38,5401998.94,2025-01-29,Under Maintenance
EQ0359,Surgical Laser,PulseTech,BLK Hospital,Pune,20,338869.27,6777385.4,2023-04-08,Out of Service
EQ0360,ECG Machine,NovaHealth,Apollo Hospital,Delhi,12,233139.52,2797674.24,2023-06-05,Under Maintenance
EQ0361,MRI Scanner,MediCore,Medanta,Bangalore,14,119643.87,1675014.18,2023-09-03,Under Maintenance
EQ0362,Infusion Pump,MediCore,Fortis Hospital,Kolkata,13,460745.99,5989697.87,2025-03-05,Operational
EQ0363,Patient Monitor,NovaHealth,BLK Hospital,Hyderabad,1,87149.36,87149.36,2025-01-08,Under Maintenance
EQ0364,MRI Scanner,NovaHealth,Medanta,Kolkata,20,485946.21,9718924.2,2024-03-04,Operational
EQ0365,ECG Machine,NovaHealth,BLK Hospital,Delhi,19,491923.5,9346546.5,2023-02-11,Operational
EQ0366,Surgical Laser,CareEquip,Manipal Hospital,Bangalore,12,70698.16,848377.92,2023-05-25,Out of Service
EQ0367,MRI Scanner,HealthPlus,Max Healthcare,Delhi,14,80433.04,1126062.56,2024-08-22,Operational
EQ0368,Infusion Pump,LifeCare,Fortis Hospital,Kolkata,8,365631.56,2925052.48,2023-03-17,Out of Service
EQ0369,Ventilator,NovaHealth,Max Healthcare,Kolkata,7,423818.16,2966727.12,2024-04-29,Operational
EQ0370,ECG Machine,NovaHealth,BLK Hospital,Delhi,9,333841.26,3004571.34,2023-12-25,Operational
EQ0371,Ventilator,BioMed,Manipal Hospital,Chennai,12,282902.8,3394833.6,2023-04-18,Out of Service
EQ0372,Ultrasound Device,CareEquip,BLK Hospital,Chennai,9,275174.46,2476570.14,2024-08-12,Under Maintenance
EQ0373,Defibrillator,BioMed,BLK Hospital,Pune,18,246624.94,4439248.92,2023-09-30,Operational
EQ0374,Ultrasound Device,MedTech,Fortis Hospital,Hyderabad,5,471847.71,2359238.55,2025-04-23,Operational
EQ0375,Infusion Pump,MedTech,Apollo Hospital,Delhi,18,323061.01,5815098.18,2024-04-01,Operational
EQ0376,Patient Monitor,BioMed,Max Healthcare,Pune,2,114971.15,229942.3,2023-07-16,Under Maintenance
EQ0377,Patient Monitor,MediCore,Manipal Hospital,Kolkata,4,12936.96,51747.84,2024-03-15,Under Maintenance
EQ0378,Ventilator,BioMed,Medanta,Delhi,3,112539.54,337618.62,2024-10-17,Under Maintenance
EQ0379,Defibrillator,CareEquip,AIIMS,Chennai,6,487997.35,2927984.1,2023-08-19,Out of Service
EQ0380,Patient Monitor,NovaHealth,Medanta,Bangalore,18,439711.63,7914809.34,2024-03-18,Out of Service
EQ0381,Surgical Laser,MediCore,Apollo Hospital,Hyderabad,6,113463.46,680780.76,2023-08-13,Operational
EQ0382,MRI Scanner,LifeCare,Max Healthcare,Kolkata,3,44929.49,134788.47,2023-07-08,Under Maintenance
EQ0383,Ultrasound Device,PulseTech,Manipal Hospital,Kolkata,18,451830.41,8132947.38,2024-11-03,Out of Service
EQ0384,CT Scanner,BioMed,Medanta,Bangalore,15,247237.54,3708563.1,2023-11-22,Under Maintenance
EQ0385,Ventilator,HealthPlus,BLK Hospital,Mumbai,6,144177.85,865067.1,2025-03-09,Under Maintenance
EQ0386,ECG Machine,BioMed,Manipal Hospital,Chennai,9,106570.28,959132.52,2024-03-13,Under Maintenance
EQ0387,X-Ray Machine,MedTech,BLK Hospital,Kolkata,18,55357.38,996432.84,2023-03-23,Under Maintenance
EQ0388,X-Ray Machine,BioMed,Fortis Hospital,Mumbai,19,219403.85,4168673.15,2024-03-02,Under Maintenance
EQ0389,Patient Monitor,PulseTech,Fortis Hospital,Chennai,18,7806.89,140524.02,2023-03-13,Operational
EQ0390,Defibrillator,NovaHealth,BLK Hospital,Chennai,2,324968.32,649936.64,2023-09-26,Under Maintenance
EQ0391,Defibrillator,BioMed,Max Healthcare,Kolkata,19,299480.5,5690129.5,2023-05-20,Under Maintenance
EQ0392,Surgical Laser,CareEquip,Medanta,Mumbai,2,366022.81,732045.62,2024-07-08,Under Maintenance
EQ0393,Surgical Laser,HealthPlus,AIIMS,Mumbai,7,9042.75,63299.25,2024-08-10,Out of Service
EQ0394,CT Scanner,HealthPlus,Max Healthcare,Bangalore,8,439081.22,3512649.76,2023-12-05,Operational
EQ0395,Infusion Pump,LifeCare,Manipal Hospital,Kolkata,19,51497.15,978445.85,2024-10-28,Out of Service
EQ0396,Surgical Laser,BioMed,Max Healthcare,Mumbai,18,21198.94,381580.92,2024-01-14,Under Maintenance
EQ0397,Defibrillator,CareEquip,Manipal Hospital,Bangalore,2,209407.17,418814.34,2023-08-18,Operational
EQ0398,Infusion Pump,PulseTech,BLK Hospital,Hyderabad,14,435131.47,6091840.58,2025-04-27,Under Maintenance
EQ0399,Ventilator,BioMed,BLK Hospital,Delhi,11,95125.8,1046383.8,2023-05-23,Operational
EQ0400,Surgical Laser,MedTech,Manipal Hospital,Bangalore,8,170534.38,1364275.04,2024-06-21,Out of Service
EQ0401,Ultrasound Device,BioMed,Manipal Hospital,Delhi,3,379260.35,1137781.05,2024-05-06,Under Maintenance
EQ0402,Ultrasound Device,PulseTech,Fortis Hospital,Kolkata,15,485148.43,7277226.45,2023-09-21,Operational
EQ0403,X-Ray Machine,HealthPlus,Max Healthcare,Hyderabad,5,172819.74,864098.7,2024-02-08,Operational
EQ0404,Ultrasound Device,HealthPlus,Apollo Hospital,Hyderabad,8,152604.32,1220834.56,2023-03-19,Operational
EQ0405,Patient Monitor,MedTech,Apollo Hospital,Delhi,10,147924.17,1479241.7,2023-05-25,Out of Service
EQ0406,ECG Machine,MedTech,AIIMS,Mumbai,14,33031.51,462441.14,2023-11-17,Under Maintenance
EQ0407,Infusion Pump,NovaHealth,Fortis Hospital,Pune,20,341392.55,6827851,2024-01-30,Under Maintenance
EQ0408,MRI Scanner,CareEquip,Manipal Hospital,Mumbai,20,130973.12,2619462.4,2023-06-12,Operational
EQ0409,Ventilator,LifeCare,Apollo Hospital,Chennai,6,139061.83,834370.98,2023-10-15,Out of Service
EQ0410,ECG Machine,HealthPlus,Fortis Hospital,Kolkata,13,117456.47,1526934.11,2024-05-31,Under Maintenance
EQ0411,Ultrasound Device,HealthPlus,Max Healthcare,Hyderabad,12,254209.94,3050519.28,2024-09-15,Under Maintenance
EQ0412,MRI Scanner,LifeCare,Fortis Hospital,Bangalore,2,221871.85,443743.7,2024-01-16,Operational
EQ0413,Ventilator,HealthPlus,AIIMS,Bangalore,3,191240.55,573721.65,2024-01-18,Operational
EQ0414,Ultrasound Device,MedTech,Medanta,Pune,12,431023.49,5172281.88,2023-09-19,Operational
EQ0415,X-Ray Machine,LifeCare,BLK Hospital,Mumbai,20,427850.83,8557016.6,2024-12-16,Operational
EQ0416,Infusion Pump,PulseTech,Fortis Hospital,Pune,10,289126.81,2891268.1,2025-03-01,Under Maintenance
EQ0417,X-Ray Machine,HealthPlus,Max Healthcare,Pune,17,263580.82,4480873.94,2024-09-10,Operational
EQ0418,Patient Monitor,NovaHealth,Fortis Hospital,Hyderabad,9,374019.2,3366172.8,2024-05-03,Out of Service
EQ0419,X-Ray Machine,NovaHealth,AIIMS,Delhi,7,126665.53,886658.71,2023-11-28,Operational
EQ0420,Infusion Pump,BioMed,AIIMS,Chennai,20,80641.28,1612825.6,2024-04-28,Under Maintenance
EQ0421,Ventilator,CareEquip,AIIMS,Delhi,5,129502.09,647510.45,2024-09-05,Out of Service
EQ0422,Ventilator,BioMed,Apollo Hospital,Hyderabad,10,221379.5,2213795,2023-07-14,Under Maintenance
EQ0423,MRI Scanner,MedTech,BLK Hospital,Kolkata,4,321571.47,1286285.88,2023-03-13,Under Maintenance
EQ0424,Infusion Pump,LifeCare,Apollo Hospital,Pune,20,231517.85,4630357,2023-12-05,Out of Service
EQ0425,Defibrillator,NovaHealth,Fortis Hospital,Delhi,19,353859.21,6723324.99,2023-04-17,Under Maintenance
EQ0426,X-Ray Machine,HealthPlus,AIIMS,Pune,2,292611.07,585222.14,2024-12-15,Under Maintenance
EQ0427,ECG Machine,MediCore,Medanta,Delhi,15,314762.33,4721434.95,2024-08-18,Under Maintenance
EQ0428,X-Ray Machine,NovaHealth,BLK Hospital,Delhi,10,435622.8,4356228,2024-10-08,Under Maintenance
EQ0429,Patient Monitor,PulseTech,Apollo Hospital,Hyderabad,9,219851.2,1978660.8,2023-12-04,Under Maintenance
EQ0430,X-Ray Machine,NovaHealth,Apollo Hospital,Mumbai,18,156081.01,2809458.18,2025-02-25,Out of Service
EQ0431,Surgical Laser,MediCore,Apollo Hospital,Mumbai,2,297630.39,595260.78,2024-12-07,Out of Service
EQ0432,CT Scanner,MediCore,Medanta,Hyderabad,2,358565.08,717130.16,2024-06-21,Under Maintenance
EQ0433,ECG Machine,BioMed,Fortis Hospital,Chennai,18,231760.03,4171680.54,2023-09-11,Under Maintenance
EQ0434,Infusion Pump,MedTech,Apollo Hospital,Kolkata,12,29026.26,348315.12,2025-04-07,Operational
EQ0435,CT Scanner,MediCore,Manipal Hospital,Chennai,19,136040.62,2584771.78,2023-07-05,Operational
EQ0436,Defibrillator,MediCore,AIIMS,Kolkata,2,429578.05,859156.1,2025-04-20,Operational
EQ0437,Ultrasound Device,PulseTech,BLK Hospital,Chennai,7,22621.48,158350.36,2023-06-01,Operational
EQ0438,MRI Scanner,CareEquip,Max Healthcare,Chennai,8,325648.31,2605186.48,2023-01-22,Out of Service
EQ0439,Ultrasound Device,BioMed,Fortis Hospital,Hyderabad,11,22045.06,242495.66,2024-04-27,Out of Service
EQ0440,Surgical Laser,PulseTech,AIIMS,Chennai,19,160534.74,3050160.06,2023-10-19,Out of Service
EQ0441,MRI Scanner,MediCore,Fortis Hospital,Kolkata,8,79460.51,635684.08,2025-03-05,Operational
EQ0442,Defibrillator,MedTech,Max Healthcare,Pune,17,114700.68,1949911.56,2024-06-11,Under Maintenance
EQ0443,X-Ray Machine,BioMed,Max Healthcare,Hyderabad,14,215194.27,3012719.78,2024-03-15,Operational
EQ0444,MRI Scanner,PulseTech,Manipal Hospital,Bangalore,9,201178.07,1810602.63,2023-01-06,Out of Service
EQ0445,CT Scanner,MedTech,Manipal Hospital,Bangalore,4,66875.11,267500.44,2023-04-25,Under Maintenance
EQ0446,Ventilator,PulseTech,AIIMS,Mumbai,15,384514.2,5767713,2024-10-06,Out of Service
EQ0447,Surgical Laser,LifeCare,Max Healthcare,Bangalore,13,424515.51,5518701.63,2023-01-26,Out of Service
EQ0448,Ultrasound Device,MedTech,Manipal Hospital,Kolkata,19,308480.27,5861125.13,2024-01-12,Under Maintenance
EQ0449,CT Scanner,CareEquip,Max Healthcare,Delhi,10,311936.64,3119366.4,2023-10-29,Out of Service
EQ0450,Defibrillator,MedTech,Max Healthcare,Pune,17,58326.01,991542.17,2023-06-12,Out of Service
EQ0451,Ventilator,PulseTech,Fortis Hospital,Hyderabad,17,301075.54,5118284.18,2024-07-09,Operational
EQ0452,MRI Scanner,MedTech,Fortis Hospital,Chennai,2,221167.91,442335.82,2023-03-01,Out of Service
EQ0453,Surgical Laser,HealthPlus,Max Healthcare,Delhi,14,167297.05,2342158.7,2024-12-02,Operational
EQ0454,Defibrillator,NovaHealth,AIIMS,Mumbai,8,314742.86,2517942.88,2023-10-26,Under Maintenance
EQ0455,ECG Machine,MedTech,Apollo Hospital,Kolkata,9,136504.06,1228536.54,2025-03-16,Operational
EQ0456,MRI Scanner,BioMed,Fortis Hospital,Chennai,13,478283.03,6217679.39,2023-12-27,Under Maintenance
EQ0457,Infusion Pump,PulseTech,Apollo Hospital,Bangalore,10,385126.82,3851268.2,2024-12-17,Under Maintenance
EQ0458,Ventilator,NovaHealth,BLK Hospital,Hyderabad,11,437248.8,4809736.8,2024-02-02,Operational
EQ0459,Defibrillator,PulseTech,BLK Hospital,Chennai,1,231439.28,231439.28,2024-05-11,Out of Service
EQ0460,ECG Machine,MediCore,Fortis Hospital,Chennai,20,370895.09,7417901.8,2023-06-05,Out of Service
EQ0461,Defibrillator,HealthPlus,BLK Hospital,Mumbai,15,417428.52,6261427.8,2024-04-26,Out of Service
EQ0462,Infusion Pump,BioMed,Max Healthcare,Mumbai,7,257247.97,1800735.79,2023-05-04,Operational
EQ0463,Ultrasound Device,CareEquip,Manipal Hospital,Chennai,10,77901.87,779018.7,2024-07-22,Out of Service
EQ0464,CT Scanner,MediCore,AIIMS,Mumbai,17,99607.74,1693331.58,2023-12-04,Out of Service
EQ0465,MRI Scanner,HealthPlus,Medanta,Hyderabad,17,52374.96,890374.32,2023-05-18,Under Maintenance
EQ0466,Infusion Pump,MedTech,Manipal Hospital,Mumbai,5,132211.18,661055.9,2024-01-25,Operational
EQ0467,Ultrasound Device,CareEquip,AIIMS,Bangalore,3,281604.63,844813.89,2024-08-21,Under Maintenance
EQ0468,Ultrasound Device,CareEquip,Max Healthcare,Bangalore,1,206041.93,206041.93,2023-09-12,Out of Service
EQ0469,MRI Scanner,CareEquip,Medanta,Bangalore,9,439197.73,3952779.57,2024-05-05,Out of Service
EQ0470,X-Ray Machine,HealthPlus,Max Healthcare,Bangalore,20,52958.08,1059161.6,2023-03-11,Out of Service
EQ0471,Surgical Laser,NovaHealth,Apollo Hospital,Hyderabad,19,446418.81,8481957.39,2023-11-26,Out of Service
EQ0472,Defibrillator,MedTech,Manipal Hospital,Mumbai,17,146435.39,2489401.63,2025-04-10,Operational
EQ0473,CT Scanner,PulseTech,Fortis Hospital,Delhi,4,49693.9,198775.6,2024-03-18,Out of Service
EQ0474,Ventilator,NovaHealth,Max Healthcare,Chennai,16,102323.07,1637169.12,2023-05-30,Operational
